rank,finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,organization,selfMade,status,gender,birthDate,lastName,firstName,title,date,state,residenceStateRegion,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country
1368,2200,Real Estate,Chulong Huang,64,China,Shenzhen,Real estate,Real Estate,Canada,,True,D,M,1959-01-01 00:00:00,Huang,Chulong,,4/4/2023 5:01,,,1959.0,1.0,1.0,125.08,2.9,-2147483648,51,101,77.0,9.4,60,1397715000
1368,2200,Finance & Investments,Thomas James,81,United States,Saint Petersburg,Finance,Finance & Investments,United States,,False,U,M,1942-05-10 00:00:00,James,Thomas,,4/4/2023 5:01,Florida,South,1942.0,5.0,10.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
1368,2200,Fashion & Retail,James Jannard,74,United States,San Juan Islands,Sunglasses,Fashion & Retail,United States,,True,D,M,1949-06-08 00:00:00,Jannard,James,,4/4/2023 5:01,Washington,West,1949.0,6.0,8.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
1368,2200,Automotive,Willis Johnson,76,United States,Franklin,Damaged cars,Automotive,United States,,True,U,M,1947-05-26 00:00:00,Johnson,Willis,,4/4/2023 5:01,Tennessee,South,1947.0,5.0,26.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
1368,2200,Fashion & Retail,Lai Shixian,48,China,Quanzhou,Sports apparel,Fashion & Retail,China,,True,U,M,1975-01-01 00:00:00,Lai,Shixian,,4/4/2023 5:01,,,1975.0,1.0,1.0,125.08,2.9,-2147483648,51,101,77.0,9.4,60,1397715000
1368,2200,Finance & Investments,Chris Larsen,63,United States,San Francisco,Cryptocurrency,Finance & Investments,United States,,True,D,M,1960-06-15 00:00:00,Larsen,Chris,,4/4/2023 5:01,California,West,1960.0,6.0,15.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
1368,2200,Fashion & Retail,Solomon Lew,78,Australia,Melbourne,Retail,Fashion & Retail,Australia,,True,D,M,1945-03-22 00:00:00,Lew,Solomon,,4/4/2023 5:01,,,1945.0,3.0,22.0,119.8,1.6,-2147483648,114,101,82.7,23.0,48,25766605
1368,2200,Diversified,Liang Xinjun,55,Singapore,Singapore,Conglomerate,Diversified,Singapore,,True,E,M,1968-10-01 00:00:00,Liang,Xinjun,,4/4/2023 5:01,,,1968.0,10.0,1.0,114.41,0.6,-2147483648,85,101,83.1,13.1,21,5703569
1368,2200,Diversified,Harald Link,68,Thailand,Bangkok,Diversified,Diversified,Thailand,,False,U,M,1955-01-12 00:00:00,Link,Harald,,4/4/2023 5:01,,,1955.0,1.0,12.0,113.27,0.7,-2147483648,50,100,76.9,14.9,30,69625582
1368,2200,Technology,Max Lytvyn,43,United States,San Francisco,Software,Technology,Canada,,True,D,M,1980-01-01 00:00:00,Lytvyn,Max,,4/4/2023 5:01,California,West,1980.0,1.0,1.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
1368,2200,Energy,Igor Makarov,61,United States,Miami,Investments,Energy,Cyprus,,True,U,M,1962-04-15 00:00:00,Makarov,Igor,,4/4/2023 5:01,Florida,South,1962.0,4.0,15.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
1368,2200,Finance & Investments,Howard Marks,77,United States,New York,Private equity,Finance & Investments,United States,Oaktree Capital Group LLC,True,E,M,1946-04-23 00:00:00,Marks,Howard,Chairman,4/4/2023 5:01,New York,Northeast,1946.0,4.0,23.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
1368,2200,Finance & Investments,Charles Munger,99,United States,Los Angeles,Berkshire Hathaway,Finance & Investments,United States,Berkshire Hathaway Inc. (Cl A),True,D,M,1924-01-01 00:00:00,Munger,Charles,Vice Chairman,4/4/2023 5:01,California,West,1924.0,1.0,1.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
1368,2200,Real Estate,Adam Neumann,44,United States,Miami,WeWork,Real Estate,Israel,,True,U,M,1979-04-01 00:00:00,Neumann,Adam,,4/4/2023 5:01,Florida,South,1979.0,4.0,1.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
1368,2200,Diversified,Thi Phuong Thao Nguyen,53,Vietnam,Ho Chi Minh City,Airlines,Diversified,Vietnam,Sovico Holdings,True,D,F,1970-06-07 00:00:00,Nguyen,Thi Phuong Thao,Cofounder and Chairman,4/4/2023 5:01,,,1970.0,6.0,7.0,163.52,2.8,-2147483648,29,111,75.3,19.1,38,96462106
1368,2200,Food & Beverage,Ni Yongpei & family,71,China,Liuan,Beverages,Food & Beverage,China,,True,D,M,1952-01-23 00:00:00,Ni,Yongpei,,4/4/2023 5:01,,,1952.0,1.0,23.0,125.08,2.9,-2147483648,51,101,77.0,9.4,60,1397715000
1368,2200,Manufacturing,Heloise Pratt,61,Australia,Melbourne,"Manufacturing, investment",Manufacturing,Australia,,False,D,F,1962-09-13 00:00:00,Pratt,Heloise,,4/4/2023 5:01,,,1962.0,9.0,13.0,119.8,1.6,-2147483648,114,101,82.7,23.0,48,25766605
1368,2200,Technology,Qi Xiangdong,53,China,Beijing,Software,Technology,China,,True,U,M,1970-10-01 00:00:00,Qi,Xiangdong,,4/4/2023 5:01,,,1970.0,10.0,1.0,125.08,2.9,-2147483648,51,101,77.0,9.4,60,1397715000
1368,2200,Technology,Phillip T. (Terry) Ragon,74,United States,Boston,Health IT,Technology,United States,,True,U,M,1949-06-01 00:00:00,Ragon,Phillip T. (Terry),,4/4/2023 5:01,Massachusetts,Northeast,1949.0,6.0,1.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
1368,2200,Healthcare,Prathap Reddy,91,India,Chennai,Healthcare,Healthcare,India,,True,D,M,1932-02-05 00:00:00,Reddy,Prathap,,4/4/2023 5:01,,,1932.0,2.0,5.0,180.44,7.7,-2147483648,29,113,69.4,11.2,50,1366417754
1368,2200,Sports,Jerry Reinsdorf,87,United States,Chicago,Sports teams,Sports,United States,,True,U,M,1936-02-25 00:00:00,Reinsdorf,Jerry,,4/4/2023 5:01,Illinois,Midwest,1936.0,2.0,25.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
1368,2200,Technology,Chad Richison,53,United States,Edmond,Payroll processing,Technology,United States,,True,D,M,1970-10-10 00:00:00,Richison,Chad,,4/4/2023 5:01,Oklahoma,South,1970.0,10.0,10.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
1368,2200,Fashion & Retail,"Karl Scheufele, III. & family",84,Switzerland,Geneva,Jewelry,Fashion & Retail,Switzerland,,True,U,M,1939-01-01 00:00:00,Scheufele,Karl,,4/4/2023 5:01,,,1939.0,1.0,1.0,99.55,0.4,-2147483648,60,106,83.6,10.1,29,8574832
1368,2200,Healthcare,Alice Schwartz,97,United States,El Cerrito,Biotech,Healthcare,United States,,True,U,F,1926-07-02 00:00:00,Schwartz,Alice,,4/4/2023 5:01,California,West,1926.0,7.0,2.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
1368,2200,Technology,Alex Shevchenko,43,Canada,,Software,Technology,Canada,,True,D,M,1980-01-01 00:00:00,Shevchenko,Alex,,4/4/2023 5:01,,,1980.0,1.0,1.0,116.76,1.9,-2147483648,69,101,81.9,12.8,25,36991981
1368,2200,Technology,Kavitark Ram Shriram,66,United States,Menlo Park,"Venture capital, Google",Technology,United States,Sherpalo Ventures,True,D,M,1957-01-21 00:00:00,Shriram,Kavitark Ram,Investor,4/4/2023 5:01,California,West,1957.0,1.0,21.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
1368,2200,Real Estate,Jeffrey Soffer,56,United States,Aventura,Real estate,Real Estate,United States,,False,N,M,1967-12-13 00:00:00,Soffer,Jeffrey,,4/4/2023 5:01,Florida,South,1967.0,12.0,13.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
1368,2200,Technology,William Stone,68,United States,East Lyme,Software,Technology,United States,,True,D,M,1955-04-09 00:00:00,Stone,William,,4/4/2023 5:01,Connecticut,Northeast,1955.0,4.0,9.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
1368,2200,Finance & Investments,Henry Swieca,66,United States,New York,Hedge funds,Finance & Investments,United States,Talpion Fund Management,True,U,M,1957-05-09 00:00:00,Swieca,Henry,Founder,4/4/2023 5:01,New York,Northeast,1957.0,5.0,9.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
1368,2200,Diversified,Harley Sy,64,Philippines,Manila,Diversified,Diversified,Philippines,,False,D,M,1959-06-01 00:00:00,Sy,Harley,,4/4/2023 5:01,,,1959.0,6.0,1.0,129.61,2.5,-2147483648,36,108,71.1,14.0,44,108116615
1368,2200,Diversified,Teresita Sy-Coson,73,Philippines,Manila,Diversified,Diversified,Philippines,,False,D,F,1950-10-01 00:00:00,Sy-Coson,Teresita,,4/4/2023 5:01,,,1950.0,10.0,1.0,129.61,2.5,-2147483648,36,108,71.1,14.0,44,108116615
1368,2200,Real Estate,Katsumi Tada,78,Japan,Tokyo,Real estate,Real Estate,Japan,,True,D,M,1945-07-12 00:00:00,Tada,Katsumi,,4/4/2023 5:01,,,1945.0,7.0,12.0,105.48,0.5,-2147483648,64,99,84.2,11.9,47,126226568
1368,2200,Manufacturing,Tang Jinkui & family,68,China,Suzhou,"Textiles, petrochemicals",Manufacturing,China,,True,D,M,1955-09-19 00:00:00,Tang,Jinkui,,4/4/2023 5:01,,,1955.0,9.0,19.0,125.08,2.9,-2147483648,51,101,77.0,9.4,60,1397715000
1368,2200,Technology,Tang Xiao'ou,55,China,Shanghai,Software,Technology,Hong Kong,,True,D,M,1968-01-01 00:00:00,Tang,Xiao'ou,,4/4/2023 5:01,,,1968.0,1.0,1.0,125.08,2.9,-2147483648,51,101,77.0,9.4,60,1397715000
1368,2200,Fashion & Retail,Lottie Tham & family,74,Sweden,Stockholm,H&M,Fashion & Retail,Sweden,,False,D,F,1949-04-18 00:00:00,Tham,Lottie,,4/4/2023 5:01,,,1949.0,4.0,18.0,110.51,1.8,-2147483648,67,127,82.5,27.9,50,10285453
1368,2200,Healthcare,Shamsheer Vayalil,46,United Arab Emirates,Abu Dhabi,Healthcare,Healthcare,India,,False,R,M,1977-01-11 00:00:00,Vayalil,Shamsheer,,4/4/2023 5:01,,,1977.0,1.0,11.0,114.52,-1.9,-2147483648,37,109,77.8,0.1,16,9770529
1368,2200,Technology,Radha Vembu,51,India,Chennai,Business software,Technology,India,,False,U,F,1972-12-24 00:00:00,Vembu,Radha,,4/4/2023 5:01,,,1972.0,12.0,24.0,180.44,7.7,-2147483648,29,113,69.4,11.2,50,1366417754
1368,2200,Fashion & Retail,Wang Wenmo,66,China,Quanzhou,Sports apparel,Fashion & Retail,China,,True,U,M,1957-01-01 00:00:00,Wang,Wenmo,,4/4/2023 5:01,,,1957.0,1.0,1.0,125.08,2.9,-2147483648,51,101,77.0,9.4,60,1397715000
1368,2200,Service,Wang Zhenghua,79,China,Shanghai,Budget airline,Service,China,,True,U,M,1944-04-25 00:00:00,Wang,Zhenghua,,4/4/2023 5:01,,,1944.0,4.0,25.0,125.08,2.9,-2147483648,51,101,77.0,9.4,60,1397715000
1368,2200,Food & Beverage,David Wertheim,65,Israel,,Coca-Cola Israel,Food & Beverage,Israel,,False,D,M,1958-01-01 00:00:00,Wertheim,David,,4/4/2023 5:01,,,1958.0,1.0,1.0,108.15,0.8,-2147483648,64,105,82.8,23.1,26,9053300
1368,2200,Energy,Kai Wu,55,China,Ningde,Batteries,Energy,China,,True,D,M,1968-01-01 00:00:00,Wu,Kai,,4/4/2023 5:01,,,1968.0,1.0,1.0,125.08,2.9,-2147483648,51,101,77.0,9.4,60,1397715000
1368,2200,Food & Beverage,Xu Yingzhuo,55,China,Guangzhou,Agribusiness,Food & Beverage,China,,True,D,M,1968-01-01 00:00:00,Xu,Yingzhuo,,4/4/2023 5:01,,,1968.0,1.0,1.0,125.08,2.9,-2147483648,51,101,77.0,9.4,60,1397715000
1368,2200,Manufacturing,Yeung Kin-man,59,Hong Kong,Hong Kong,Electronics,Manufacturing,Hong Kong,,True,D,M,1964-04-01 00:00:00,Yeung,Kin-man,,4/4/2023 5:01,,,1964.0,4.0,1.0,,,-2147483648,68,103,,,44,507454841
1368,2200,Logistics,Huijiao Yu,57,China,Shanghai,Package delivery,Logistics,China,Shanghai YTO Express (Logistics),True,D,M,1966-04-01 00:00:00,Yu,Huijiao,Founder and Chairman,4/4/2023 5:01,,,1966.0,4.0,1.0,125.08,2.9,-2147483648,51,101,77.0,9.4,60,1397715000
1368,2200,Finance & Investments,Oren Zeev,59,United States,Los Altos,Investments,Finance & Investments,Israel,,True,D,M,1964-09-23 00:00:00,Zeev,Oren,,4/4/2023 5:01,California,West,1964.0,9.0,23.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
1368,2200,Manufacturing,Clayton Zekelman,54,Canada,Windsor,Steel,Manufacturing,Canada,,False,U,M,1969-01-01 00:00:00,Zekelman,Clayton,,4/4/2023 5:01,,,1969.0,1.0,1.0,116.76,1.9,-2147483648,69,101,81.9,12.8,25,36991981
1368,2200,Energy,Zhao Fenggang,57,China,Ningde,Batteries,Energy,China,,True,D,M,1966-01-01 00:00:00,Zhao,Fenggang,,4/4/2023 5:01,,,1966.0,1.0,1.0,125.08,2.9,-2147483648,51,101,77.0,9.4,60,1397715000
1434,2100,Metals & Mining,Alex Beard,56,United Kingdom,London,"Mining, commodities",Metals & Mining,United Kingdom,,True,D,M,1967-08-03 00:00:00,Beard,Alex,,4/4/2023 5:01,,,1967.0,8.0,3.0,119.62,1.7,-2147483648,60,102,81.3,25.5,31,66834405
1434,2100,Food & Beverage,Travis Boersma,52,United States,Grants Pass,Coffee,Food & Beverage,United States,,True,D,M,1971-01-01 00:00:00,Boersma,Travis,,4/4/2023 5:01,Oregon,West,1971.0,1.0,1.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
1434,2100,Construction & Engineering,Martin Bouygues,61,France,Paris,"Construction, media",Construction & Engineering,France,,False,Split Family Fortune,M,1962-01-01 00:00:00,Bouygues,Martin,,4/4/2023 5:01,,,1962.0,1.0,1.0,110.05,1.1,-2147483648,66,103,82.5,24.2,61,67059887
1434,2100,Construction & Engineering,Olivier Bouygues,73,United States,,"Construction, media",Construction & Engineering,France,,False,Split Family Fortune,M,1950-09-14 00:00:00,Bouygues,Olivier,,4/4/2023 5:01,,,1950.0,9.0,14.0,,,-2147483648,89,102,,,37,328239523
1434,2100,Gambling & Casinos,William Boyd & family,92,United States,Las Vegas,"Casinos, banking",Gambling & Casinos,United States,,True,D,M,1931-11-04 00:00:00,Boyd,William,,4/4/2023 5:01,Nevada,West,1931.0,11.0,4.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
1434,2100,Food & Beverage,Anand Burman,71,India,Delhi,Consumer goods,Food & Beverage,India,,False,D,M,1952-05-05 00:00:00,Burman,Anand,,4/4/2023 5:01,,,1952.0,5.0,5.0,180.44,7.7,-2147483648,29,113,69.4,11.2,50,1366417754
1434,2100,Manufacturing,Cao Ji,71,China,Hangzhou,Manufacturing,Manufacturing,China,,True,D,M,1952-01-01 00:00:00,Cao,Ji,,4/4/2023 5:01,,,1952.0,1.0,1.0,125.08,2.9,-2147483648,51,101,77.0,9.4,60,1397715000
1434,2100,Technology,Bruce Cheng,87,Taiwan,Taipei,Electronics,Technology,Taiwan,,True,E,M,1936-11-03 00:00:00,Cheng,Bruce,,4/4/2023 5:01,,,1936.0,11.0,3.0,,,-2147483648,68,103,,,44,507454841
1434,2100,Technology,Chi Yufeng,52,China,Beijing,Software,Technology,China,,False,U,M,1971-01-01 00:00:00,Chi,Yufeng,,4/4/2023 5:01,,,1971.0,1.0,1.0,125.08,2.9,-2147483648,51,101,77.0,9.4,60,1397715000
1434,2100,Energy,Daniel Chiu,63,Hong Kong,Hong Kong,Oil & gas,Energy,Hong Kong,,True,U,M,1960-11-30 00:00:00,Chiu,Daniel,,4/4/2023 5:01,,,1960.0,11.0,30.0,,,-2147483648,68,103,,,44,507454841
1434,2100,Healthcare,Beda Diethelm,82,Switzerland,Zurich,Hearing aids,Healthcare,Switzerland,,True,D,M,1941-01-01 00:00:00,Diethelm,Beda,,4/4/2023 5:01,,,1941.0,1.0,1.0,99.55,0.4,-2147483648,60,106,83.6,10.1,29,8574832
1434,2100,Fashion & Retail,Domenico Dolce,65,Italy,Milan,Luxury goods,Fashion & Retail,Italy,,True,U,M,1958-08-13 00:00:00,Dolce,Domenico,,4/4/2023 5:01,,,1958.0,8.0,13.0,110.62,0.6,-2147483648,62,102,82.9,24.3,60,60297396
1434,2100,Technology,Ralph Dommermuth,60,Germany,Montabaur,Internet service provider,Technology,Germany,,True,D,M,1963-11-19 00:00:00,Dommermuth,Ralph,,4/4/2023 5:01,,,1963.0,11.0,19.0,112.85,1.4,-2147483648,71,104,80.9,11.5,49,83132799
1434,2100,Diversified,Georgi Domuschiev,51,United Kingdom,London,"Animal health, investments",Diversified,Bulgaria,,True,U,M,1972-08-06 00:00:00,Domuschiev,Georgi,,4/4/2023 5:01,,,1972.0,8.0,6.0,119.62,1.7,-2147483648,60,102,81.3,25.5,31,66834405
1434,2100,Diversified,Kiril Domuschiev,54,United Kingdom,London,"Animal health, investments",Diversified,Bulgaria,,True,U,M,1969-04-18 00:00:00,Domuschiev,Kiril,,4/4/2023 5:01,,,1969.0,4.0,18.0,119.62,1.7,-2147483648,60,102,81.3,25.5,31,66834405
1434,2100,Real Estate,Bob Ell,79,Australia,Surfers Paradise,Real estate,Real Estate,Australia,,True,E,M,1944-12-22 00:00:00,Ell,Bob,,4/4/2023 5:01,,,1944.0,12.0,22.0,119.8,1.6,-2147483648,114,101,82.7,23.0,48,25766605
1434,2100,Energy,Paul Foster,66,United States,El Paso,Oil refining,Energy,United States,Western Refining,True,U,M,1957-10-08 00:00:00,Foster,Paul,Chairman,4/4/2023 5:01,Texas,South,1957.0,10.0,8.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
1434,2100,Fashion & Retail,Stefano Gabbana,61,Italy,Milan,Luxury goods,Fashion & Retail,Italy,,True,U,M,1962-11-14 00:00:00,Gabbana,Stefano,,4/4/2023 5:01,,,1962.0,11.0,14.0,110.62,0.6,-2147483648,62,102,82.9,24.3,60,60297396
1434,2100,Manufacturing,Xingjiang Gao,60,China,Huzhou,Steel,Manufacturing,China,,True,D,M,1963-11-01 00:00:00,Gao,Xingjiang,,4/4/2023 5:01,,,1963.0,11.0,1.0,125.08,2.9,-2147483648,51,101,77.0,9.4,60,1397715000
1434,2100,Energy,Gordon Getty,90,United States,San Francisco,Getty Oil,Energy,United States,Ann & Gordon Getty Foundation,False,E,M,1933-12-20 00:00:00,Getty,Gordon,President and Chairman,4/4/2023 5:01,California,West,1933.0,12.0,20.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
1434,2100,Energy,Kamal Ghaffarian,65,United States,Naples,"Space, energy",Energy,United States,,True,N,M,1958-04-28 00:00:00,Ghaffarian,Kamal,,4/4/2023 5:01,Florida,South,1958.0,4.0,28.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
1434,2100,Healthcare,Dennis Gillings,79,United States,Durham,Clinical trials,Healthcare,United Kingdom,,True,E,M,1944-04-25 00:00:00,Gillings,Dennis,,4/4/2023 5:01,North Carolina,South,1944.0,4.0,25.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
1434,2100,Diversified,Harsh Goenka,66,India,Mumbai,Diversified,Diversified,India,,False,E,M,1957-12-10 00:00:00,Goenka,Harsh,,4/4/2023 5:01,,,1957.0,12.0,10.0,180.44,7.7,-2147483648,29,113,69.4,11.2,50,1366417754
1434,2100,Diversified,Sanjiv Goenka,62,India,Kolkata,Diversified,Diversified,India,,False,D,M,1961-01-29 00:00:00,Goenka,Sanjiv,,4/4/2023 5:01,,,1961.0,1.0,29.0,180.44,7.7,-2147483648,29,113,69.4,11.2,50,1366417754
1434,2100,Real Estate,Jane Goldman,68,United States,New York,Real estate,Real Estate,United States,,False,D,F,1955-07-29 00:00:00,Goldman,Jane,,4/4/2023 5:01,New York,Northeast,1955.0,7.0,29.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
1434,2100,Fashion & Retail,Stein Erik Hagen,67,Norway,Oslo,Consumer goods,Fashion & Retail,Norway,,True,D,M,1956-07-22 00:00:00,Hagen,Stein Erik,,4/4/2023 5:01,,,1956.0,7.0,22.0,120.27,2.2,-2147483648,82,101,82.8,23.9,37,5347896
1434,2100,Real Estate,Bahaa Hariri,57,Switzerland,Geneva,"Real estate, investments",Real Estate,Lebanon,,False,E,M,1966-04-26 00:00:00,Hariri,Bahaa,,4/4/2023 5:01,,,1966.0,4.0,26.0,99.55,0.4,-2147483648,60,106,83.6,10.1,29,8574832
1434,2100,Fashion & Retail,Hortensia Herrero,73,Spain,Valencia,Supermarkets,Fashion & Retail,Spain,,False,D,F,1950-05-20 00:00:00,Herrero,Hortensia,,4/4/2023 5:01,,,1950.0,5.0,20.0,110.96,0.7,-2147483648,89,103,83.3,14.2,47,47076781
1434,2100,Diversified,Douglas Hsu,81,Taiwan,Taipei,Diversified,Diversified,Taiwan,,False,D,M,1942-08-24 00:00:00,Hsu,Douglas,,4/4/2023 5:01,,,1942.0,8.0,24.0,,,-2147483648,68,103,,,44,507454841
1434,2100,Manufacturing,Huang Min,50,China,Suzhou,Machinery,Manufacturing,China,,True,U,M,1973-07-01 00:00:00,Huang,Min,,4/4/2023 5:01,,,1973.0,7.0,1.0,125.08,2.9,-2147483648,51,101,77.0,9.4,60,1397715000
1434,2100,Technology,Jared Isaacman,40,United States,Easton,Payment processing,Technology,United States,,True,U,M,1983-02-11 00:00:00,Isaacman,Jared,,4/4/2023 5:01,Pennsylvania,Northeast,1983.0,2.0,11.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
1434,2100,Technology,Eugene Kaspersky,58,Russia,Moscow,Software,Technology,Russia,,True,U,M,1965-10-04 00:00:00,Kaspersky,Eugene,,4/4/2023 5:01,,,1965.0,10.0,4.0,180.75,4.5,-2147483648,82,103,72.7,11.4,47,144373535
1434,2100,Fashion & Retail,Artem Khachatryan,48,Cyprus,Limassol,Retail,Fashion & Retail,Russia,,True,R,M,1975-01-03 00:00:00,Khachatryan,Artem,,4/4/2023 5:01,,,1975.0,1.0,3.0,102.51,0.3,-2147483648,76,100,80.8,24.5,23,1198575
1434,2100,Food & Beverage,Andrei Krivenko,48,Russia,Moscow,Retail,Food & Beverage,Russia,,True,N,M,1975-07-25 00:00:00,Krivenko,Andrei,,4/4/2023 5:01,,,1975.0,7.0,25.0,180.75,4.5,-2147483648,82,103,72.7,11.4,47,144373535
1434,2100,Real Estate,Thomas Kwok,72,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,,False,U,M,1951-10-06 00:00:00,Kwok,Thomas,,4/4/2023 5:01,,,1951.0,10.0,6.0,,,-2147483648,68,103,,,44,507454841
1434,2100,Manufacturing,Lam Wai-ying,61,Hong Kong,Hong Kong,Smartphone screens,Manufacturing,Hong Kong,Biel Crystal,True,D,F,1962-01-01 00:00:00,Lam,Wai-ying,Chairman ,4/4/2023 5:01,,,1962.0,1.0,1.0,,,-2147483648,68,103,,,44,507454841
1434,2100,Finance & Investments,Marc Lasry,63,United States,New York,Hedge funds,Finance & Investments,United States,Avenue Capital Group,True,U,M,1960-09-23 00:00:00,Lasry,Marc,Founder,4/4/2023 5:01,New York,Northeast,1960.0,9.0,23.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
1434,2100,Finance & Investments,Christian Latouche & family,83,France,Lyon,Accounting services,Finance & Investments,France,,True,D,M,1940-07-18 00:00:00,Latouche,Christian,,4/4/2023 5:01,,,1940.0,7.0,18.0,110.05,1.1,-2147483648,66,103,82.5,24.2,61,67059887
1434,2100,Sports,Theodore Leonsis,67,United States,Bethesda,Sports teams,Sports,United States,,True,U,M,1956-01-08 00:00:00,Leonsis,Theodore,,4/4/2023 5:01,Maryland,South,1956.0,1.0,8.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
1434,2100,Real Estate,Lin Chang Su-O,83,Taiwan,Taipei,Real estate,Real Estate,Taiwan,,False,D,F,1940-08-01 04:00:00,Lin,Chang Su-O,,4/4/2023 9:01,,,1940.0,8.0,1.0,,,-2147483648,68,103,,,44,507454841
1434,2100,Manufacturing,Liu Chengyu & family,61,China,Shenzhen,Power supply equipment,Manufacturing,China,,True,U,M,1962-07-26 00:00:00,Liu,Chengyu,,4/4/2023 5:01,,,1962.0,7.0,26.0,125.08,2.9,-2147483648,51,101,77.0,9.4,60,1397715000
1434,2100,Fashion & Retail,Sergey Lomakin,50,Cyprus,Paphos,Retail,Fashion & Retail,Russia,,True,R,M,1973-05-23 00:00:00,Lomakin,Sergey,,4/4/2023 5:01,,,1973.0,5.0,23.0,102.51,0.3,-2147483648,76,100,80.8,24.5,23,1198575
1434,2100,Food & Beverage,Daniel Lubetzky,55,United States,New York,Snack bars,Food & Beverage,United States,,True,D,M,1968-09-28 00:00:00,Lubetzky,Daniel,,4/4/2023 5:01,New York,Northeast,1968.0,9.0,28.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
1434,2100,Technology,Melissa Ma,61,China,Beijing,Internet search,Technology,China,,True,U,F,1962-01-01 00:00:00,Ma,Melissa,,4/4/2023 5:01,,,1962.0,1.0,1.0,125.08,2.9,-2147483648,51,101,77.0,9.4,60,1397715000
1434,2100,Diversified,Anand Mahindra,68,India,Mumbai,Diversified,Diversified,India,,False,U,M,1955-05-01 00:00:00,Mahindra,Anand,,4/4/2023 5:01,,,1955.0,5.0,1.0,180.44,7.7,-2147483648,29,113,69.4,11.2,50,1366417754
1434,2100,Fashion & Retail,Rafique Malik,73,India,Mumbai,Footwear,Fashion & Retail,India,,False,U,M,1950-10-31 00:00:00,Malik,Rafique,,4/4/2023 5:01,,,1950.0,10.0,31.0,180.44,7.7,-2147483648,29,113,69.4,11.2,50,1366417754
1434,2100,Diversified,Katarina Martinson,42,Sweden,Stockholm,Investments,Diversified,Sweden,,False,U,F,1981-05-04 00:00:00,Martinson,Katarina,,4/4/2023 5:01,,,1981.0,5.0,4.0,110.51,1.8,-2147483648,67,127,82.5,27.9,50,10285453
1434,2100,Healthcare,Kiran Mazumdar-Shaw,70,India,Bangalore,Biopharmaceuticals,Healthcare,India,Biocon,True,D,F,1953-03-23 00:00:00,Mazumdar-Shaw,Kiran,Chair,4/4/2023 5:01,,,1953.0,3.0,23.0,180.44,7.7,-2147483648,29,113,69.4,11.2,50,1366417754
1434,2100,Automotive,Nirmal Minda,66,India,Gurgaon,Auto parts,Automotive,India,,False,D,M,1957-11-07 00:00:00,Minda,Nirmal,,4/4/2023 5:01,,,1957.0,11.0,7.0,180.44,7.7,-2147483648,29,113,69.4,11.2,50,1366417754
1434,2100,Technology,Mu Rongjun,43,China,Beijing,E-commerce,Technology,China,,True,D,M,1980-01-01 00:00:00,Mu,Rongjun,,4/4/2023 5:01,,,1980.0,1.0,1.0,125.08,2.9,-2147483648,51,101,77.0,9.4,60,1397715000
1434,2100,Manufacturing,Eugene Murtagh,81,Ireland,Kingscourt,Building materials,Manufacturing,Ireland,,True,D,M,1942-06-23 00:00:00,Murtagh,Eugene,,4/4/2023 5:01,,,1942.0,6.0,23.0,,,-2147483648,68,103,,,44,507454841
